experiment,model_name,dataset,split,checkpoint,labels,examples,threshold,precision,recall,f1,time_seconds_total,time_seconds_average,predicted_entities,reference_entities,raw_predicted_entities,exact_matches
tweetner7_zero_shot,urchade/gliner_large-v2.1,tweetner7_2021,test,urchade/gliner_large-v2.1,"[""corporation"", ""creative work"", ""event"", ""group"", ""location"", ""person"", ""product""]",300,0.5,0.3776160145586897,0.46162402669632924,0.41541541541541543,115.34973309999805,0.38449911033332684,1099,899,1101,415
